longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.088,47.447,2,3,3,3150,10,2.2656,570000,0
-122.105,47.7236,2,4,3,1960,8,2.2165,552321,0
-122.219,47.6209,1,4,2,2050,8,4.6719,1100000,0
-122.249,47.2739,1,4,3,1800,7,3.25,237000,0
-122.392,47.5322,1.5,3,2,1210,7,2.2847,402000,0
-121.992,47.4612,1,5,3,1830,8,3.0833,470000,0
-122.292,47.7362,1,3,3,1880,7,4.625,395900,0
-122.331,47.6901,1,3,2,860,7,4.6071,442000,0
-122.072,47.7102,2,3,4,2890,10,5.4287,795000,0
-122.305,47.2575,1,3,3,1390,7,3.2464,190500,0
-122.096,47.549,2,3,4,3340,9,2.794,808000,0
-122.354,47.7413,2,3,4,2040,8,4.2639,500000,0
-121.994,47.5895,2,3,4,3010,11,5.0267,775000,0
-122.35,47.7737,1,3,5,2110,7,2.2868,300000,0
-122.35,47.7737,1,3,5,2110,7,1.6563,496000,0
-122.003,47.3547,2,3,4,2510,9,3.7635,448000,0
-122.474,47.5098,1,4,2,2770,8,5.9676,645000,0
-122.391,47.5445,1.5,4,3,1120,7,3.5352,464600,0
-122.303,47.6108,2,3,3,1530,8,3.0938,590000,0
-122.276,47.5491,2,3,3,1800,7,1.9653,399000,0
-122.283,47.5669,1,3,2,1030,7,1.7878,305000,0
-122.202,47.7291,1,3,3,1210,7,4.849,478000,0
-121.87,47.6928,1,4,1,1090,6,4.6776,598800,0
-122.294,47.7709,1,4,4,1790,7,4.4033,430000,0
-122.274,47.5499,1,4,4,1550,7,2.8824,433000,0
-122.087,47.4556,1,3,4,2400,8,3.5242,420000,0
-122.444,47.4421,2,3,4,2470,8,3.155,585000,0
-122.19,47.4627,1,4,3,1170,7,3.4509,255000,0
-122.078,47.4794,1,3,3,1120,6,2.5792,305000,0
-122.368,47.6945,1.5,3,4,1040,6,2.1702,396000,0
-122.349,47.3061,2,3,4,2460,9,2.2625,347500,0
-122.092,47.5699,2,3,4,3690,11,3.5744,900000,0
-122.048,47.739,1,4,3,1960,7,2.6974,425000,0
-121.773,47.5015,2,3,3,1920,8,2.7301,429000,0
-122.396,47.6478,2,3,3,1670,8,2.9821,540000,0
-121.898,47.5644,1,4,3,1340,7,3.3062,324950,0
-122.306,47.638,2,4,3,2610,7,2.9615,1049000,0
-122.308,47.3424,1,3,4,1540,7,2.7128,221000,0
-122.289,47.7216,1,3,3,1640,8,2.0292,405000,0
-122.222,47.6201,1,4,3,2100,8,2.655,1150000,0
-122.112,47.6396,1,4,4,1930,8,2.1042,588000,0
-122.233,47.2671,1,3,3,1430,7,2.4003,234950,0
-122.292,47.5782,1.5,4,4,2430,7,3.0536,580000,0
-122.189,47.5486,1,3,5,2460,9,2.6875,637000,0
-122.409,47.6516,1,4,4,2490,8,1.4726,704000,0
-122.298,47.4885,1,5,2,880,6,4.6167,210000,0
-122.363,47.6789,2,3,4,2110,8,3.3603,772000,0
-122.381,47.6885,2,5,4,1850,8,4.3611,763000,0
-122.185,47.3722,1.5,4,2,2060,7,4.5461,213500,0
-122.315,47.7689,1,4,2,1360,6,3.851,255000,0
-122.166,47.6976,1,3,3,2000,8,4.0403,423500,0
-122.378,47.7617,1,3,3,1810,8,2.8203,520000,0
-122.048,47.5791,1,4,3,2230,8,2.9375,550000,0
-122.406,47.5705,1,3,3,1820,9,3.5682,795000,0
-122.158,47.7738,2,3,4,2740,8,2.9798,495000,0
-122.109,47.434,2,3,4,2710,9,2.925,455000,0
-122.236,47.3897,1,3,2,910,5,4.3218,85000,0
-122.214,47.4836,1.5,2,4,1980,6,3.7672,239000,0
-122.343,47.329,1,3,3,1040,6,3.2813,184900,0
-122.124,47.4437,1,3,4,2810,8,3.3125,386000,0
-122.35,47.7695,2,3,4,2000,8,2.8285,415000,0
-122.289,47.535,1,3,3,1530,7,3.225,387000,0
-122.304,47.6285,2.5,4,6,5110,11,2.5437,2140000,0
-122.338,47.4255,2,3,4,3133,9,4.1375,685000,0
-122.33,47.4969,1,3,4,2020,7,2.7798,340000,0
-122.272,47.5547,1,4,2,750,6,3.3438,422000,0
-122.196,47.7433,2,3,3,1980,8,3.9063,442000,0
-122.331,47.5095,1,3,3,1200,6,4.5179,280000,0
-122.202,47.693,2,3,5,3580,9,3.5,1150000,0
-121.985,47.1956,2,3,3,2010,7,3.6667,279000,0
-122.349,47.6624,1,5,4,1730,7,5.2508,569000,0
-122.107,47.6151,2,3,5,5960,10,5.0947,1355000,0
-122.236,47.39,1,3,2,860,7,3.0602,209950,0
-122.361,47.7153,1,3,3,1370,7,3.1641,468000,0
-122.309,47.3959,1,3,3,1360,7,4.1875,237100,0
-122.312,47.2634,2,3,4,2530,8,2.1154,336000,0
-122.293,47.593,2,4,4,1680,7,3.3816,500000,0
-122.188,47.4447,2,3,3,1580,7,4.1146,290000,0
-122.392,47.7011,2,3,7,3890,9,5.966,1185000,0
-122.381,47.5297,1.5,3,5,1600,7,2.4113,365000,0
-122.128,47.3156,1,5,3,1200,6,3.6827,146300,0
-122.154,47.5938,1,3,3,1760,8,4.6098,554000,0
-122.2,47.725,1,3,3,1670,7,4.7708,424000,0
-122.078,47.5524,2,3,4,4640,10,4.9318,1348000,0
-122.285,47.6868,1.5,4,4,1800,7,4.0125,508500,0
-122.08,47.3639,1,3,3,1210,7,4.5417,244500,0
-122.195,47.4336,2,3,2,1280,7,4.7639,206000,0
-122.374,47.7053,2,3,3,1650,8,5.1788,643500,0
-122.342,47.7358,2,4,4,1590,7,3.5035,372500,0
-122.362,47.6735,1,3,5,1900,8,4.0833,630000,0
-121.994,47.5472,2,3,2,1500,8,3.3214,418000,0
-122.184,47.3803,2,3,4,2689,9,3.6588,425000,0
-121.997,47.5398,2,3,4,3250,9,2.483,800000,0
-122.295,47.4745,1,3,2,960,7,3.65,208000,0
-122.044,47.5779,1,4,3,1650,7,3.84,476000,0
-122.347,47.2779,2,3,3,1690,8,4.5341,277500,0
-121.999,47.4734,1,4,3,2790,8,3.5,478000,0
-122.291,47.6154,3,5,4,2310,8,3.1958,890000,0
-122.384,47.651,3,3,3,1790,8,3.049,450000,0
-122.334,47.3266,1,3,3,1230,6,3.0546,205000,0
-122.322,47.6884,1.5,5,3,1620,8,5.1149,665000,0
-122.351,47.7456,1,5,4,2440,8,6.1278,518000,0
-122.171,47.7019,2,3,4,2100,8,4.2472,465000,0
-122.168,47.3355,2,3,3,3040,7,4.6771,330000,0
-122.189,47.5139,2,3,4,2490,7,5.0659,449400,0
-122.024,47.7185,1,3,3,2690,9,5.2848,829000,0
-122.239,47.7108,1,3,4,2190,8,5.2811,450000,0
-122.163,47.4806,1,5,3,1490,7,4.5,310000,0
-122.12,47.7221,2,4,3,2530,9,3.4492,615000,0
-122.352,47.6798,1,4,3,2060,8,4.9375,605000,0
-121.991,47.4635,2,4,3,1970,9,4.7391,437500,0
-122.388,47.6902,1.5,4,3,1400,7,3.775,545000,0
-122.12,47.7213,1,3,3,3680,10,3.449,770000,0
-122.105,47.6373,2,4,5,3000,8,4.875,600000,0
-122.354,47.6741,2,3,3,1440,7,4.4821,560000,0
-122.084,47.7615,2,3,5,7730,12,4.2421,1920000,0
-122.378,47.687,1.5,4,3,1170,7,3.4375,457000,0
-122.363,47.6926,1.5,3,2,1770,6,2.9413,585000,0
-122.054,47.5397,1,3,3,1860,8,3.5909,560000,0
-122.389,47.5686,1,4,2,770,5,4.6447,345000,0
-122.295,47.557,2,3,4,3820,8,4.5337,550000,0
-122.003,47.3555,2,3,4,3190,10,5.5647,589950,0
-122.143,47.5009,1,3,3,1320,7,3.3906,327000,0
-122.464,47.373,2,4,2,1730,7,5.1054,800000,1
-121.901,47.6927,1,3,3,1010,6,5.3311,150000,0
-122.383,47.6713,3,3,2,1140,8,2.964,425000,0
-122.211,47.7151,1,3,3,860,7,3.0625,350000,0
-121.763,47.4451,2,4,3,1540,6,4.4286,273000,0
-122.221,47.5651,1,3,4,2160,8,5.5845,750000,0
-122.203,47.4215,1,4,3,1450,7,5.7535,240000,0
-122.389,47.3123,1,4,3,1830,8,4.1303,400000,0
-122.368,47.29,1,5,3,1630,7,5.4221,230000,0
-122.204,47.4124,2,3,4,2500,8,5.2573,372000,0
-122.337,47.7325,1,3,3,1470,7,4.7813,459500,0
-122.173,47.5255,2,4,3,2380,8,5.3446,582000,0
-122.219,47.7216,1,3,4,2170,7,5.3398,465000,0
-122.16,47.435,1,3,3,2120,9,4.7755,386000,0
-122.141,47.6179,2,3,3,1530,8,3.9722,546000,0
-122.272,47.3073,1,4,3,2710,7,4.3039,278000,0
-121.855,47.5336,2,3,3,2860,8,3.1927,540000,0
-121.829,47.5204,2,3,4,2800,7,4.7639,529000,0
-122.372,47.7055,1.5,3,4,1120,7,4.425,554000,0
-122.28,47.3404,1,3,3,1730,7,5.1205,210000,0
-122.238,47.3759,1,4,2,1010,6,3.8438,225000,0
-122.045,47.6262,2,3,4,2350,9,4.7361,561600,0
-122.221,47.303,2,3,6,2860,7,4.9236,300000,0
-122.409,47.6434,2,5,4,4285,10,4.125,1650000,0
-122.053,47.6051,2,3,4,4060,10,4.475,1017100,0
-122.285,47.2958,1,3,3,1310,7,3.0052,150000,0
-122.386,47.5468,1,3,2,2320,7,3.6667,400950,0
-122.07,47.6475,2,3,4,2210,9,4.6103,620000,0
-122.347,47.4333,1.5,4,4,2090,8,3.2833,449000,0
-122.311,47.6818,1,3,4,2240,7,3.5039,630000,0
-122.342,47.7475,1,4,2,1180,6,2.6631,336000,0
-122.164,47.3384,1,4,4,1560,7,4.5493,299950,0
-122.335,47.765,1,3,4,1970,8,3.8565,352500,0
-122.211,47.484,1,3,2,840,6,4.1033,150000,0
-122.211,47.484,1,3,2,840,6,4.207,175000,0
-122.394,47.3066,1,3,3,1830,8,6.2498,305000,0
-122.208,47.6646,2,3,4,4475,12,5.3922,2574000,1
-122.385,47.6858,1,3,3,1800,7,4.8096,607500,0
-122.365,47.6959,1,3,2,1250,7,4.5938,505000,0
-122.314,47.4118,1,4,3,2440,7,4.6452,280500,0
-122.152,47.4602,2,3,3,2910,10,5.4694,610000,0
-122.098,47.3809,2,3,5,3060,8,4.0556,381000,0
-122.076,47.7466,1,3,5,2230,8,4.2593,482000,0
-122.192,47.7279,1,3,3,1270,7,5.155,379950,0
-122.237,47.6218,2,3,4,4300,11,3.525,2500000,0
-121.972,47.6365,1,3,3,1580,7,3.2446,425000,0
-122.042,47.6555,2,4,4,2570,8,2.9087,580000,0
-122.202,47.6021,1,3,2,860,7,12.5,605000,0
-122.372,47.5472,1,3,1,820,8,5.4364,194000,0
-122.03,47.6364,2,3,4,2090,8,4.4286,546200,0
-122.225,47.5569,2,3,4,3560,10,5.1282,1395000,0
-122.143,47.4913,1,4,3,1860,7,4.3542,315000,0
-122.393,47.5751,1.5,5,3,900,6,4.25,465000,0
-121.939,47.3537,1,3,2,1160,6,4.1827,330000,0
-122.109,47.6859,2,3,4,3100,10,2.2375,795000,0
-122.16,47.4576,1,3,4,2300,7,4.0795,265000,0
-122.402,47.6952,2,3,4,3110,11,5.3991,1300000,0
-122.34,47.4952,1,3,3,1130,6,4.5556,126500,0
-122.125,47.7036,2,3,4,2920,9,5.7653,760000,0
-122.304,47.6193,2,3,2,1230,9,5.0479,540000,0
-122.257,47.7762,1,5,5,2190,7,6.7206,446000,0
-121.48,47.7654,1,3,1,850,6,5.748,170000,0
-122.174,47.7236,1,3,3,1500,7,4.7625,379000,0
-122.309,47.6684,2.5,3,9,4620,11,4.9732,1400000,0
-121.974,47.5979,2,3,4,3150,9,4.1692,800000,0
-122.087,47.3427,1,3,3,1300,7,4.25,260000,0
-122.208,47.5735,1,4,5,3160,7,3.8214,820000,0
-122.008,47.2853,1,4,3,2070,7,4.7,449950,0
-122.226,47.7184,1,3,3,1790,7,6.3443,392000,0
-122.016,47.5997,2,3,3,1650,8,4.4643,465000,0
-122.12,47.6958,1,4,4,2070,7,4.1513,449950,0
-122.352,47.6931,1.5,5,3,1580,7,3.43,520000,0
-122.109,47.6219,1,3,4,2170,8,4.8295,546800,0
-122.205,47.6381,1,3,4,2220,7,4.8,825000,0
-122.328,47.743,1,3,3,1440,7,4.4091,337000,0
-122.362,47.7003,1,3,2,720,6,3.2216,333000,0
-122.41,47.5788,2,3,2,1120,8,3.1058,380000,0
-122.306,47.2674,2,3,3,1970,8,2.639,280000,0
-121.999,47.1948,1,4,3,1420,6,2.225,202000,0
-122.034,47.5973,2,3,4,2250,8,3.5214,585000,0
-122.19,47.4841,1,4,4,2630,8,2.375,435000,0
-122.075,47.6779,2,3,4,4740,11,4.2262,1200000,0
-122.302,47.5939,2,3,2,1280,7,3,364000,0
-122.299,47.7,1,3,3,1260,6,4.0238,300000,0
-122.022,47.7196,1,3,2,1930,8,4.4464,558000,0
-122.212,47.4759,1,3,1,1048,7,3.1628,199950,0
-122.172,47.5484,1,4,3,1640,8,3.3632,515000,0
-122.391,47.5382,2,3,4,2380,8,2.56,590000,0
-122.167,47.613,1,5,4,2530,8,5.7398,813500,0
-122.161,47.6934,2,4,4,2700,8,4.7381,725000,0
-122.061,47.631,1.5,3,3,2330,8,4.1364,490000,0
-122.011,47.1927,2,3,3,2160,7,5.8783,277000,0
-121.948,47.3458,1,3,4,1470,7,6.3719,325000,0
-122.168,47.6883,2,3,4,2280,8,6.2946,649800,0
-122.307,47.6029,1.5,3,3,1280,7,5.6493,425000,0
-122.365,47.6926,1,3,2,850,7,3.5817,460000,0
-122.021,47.6217,2,4,3,4610,9,6.221,750000,0
-122.362,47.7708,1,3,5,2690,8,4.652,469000,0
-122.371,47.6823,1,3,4,2440,8,4.375,566000,0
-122.161,47.4938,2,3,3,1930,8,6.1323,407500,0
-122.307,47.7171,1,3,2,800,6,6.2306,353500,0
-122.092,47.4749,1,3,3,2430,8,3.0744,524000,0
-121.998,47.3125,2,3,4,1990,7,4.6628,264950,0
-122.203,47.739,2,3,3,2550,9,7.8997,547500,0
-122.035,47.3504,2,3,3,1370,7,6.358,264500,0
-122.118,47.5866,1,3,3,2020,7,6.0374,507500,0
-122.403,47.5812,2,3,3,1560,8,6.4865,560000,0
-122.092,47.7239,2,3,5,5610,11,5.048,995000,0
-122.311,47.6056,2.5,3,6,3560,9,3.4412,835000,0
-122.318,47.5658,1,4,3,2120,8,5.7837,440000,0
-122.405,47.642,1,5,3,2920,8,5.7245,1015000,0
-122.244,47.5094,1,3,2,1340,7,4.4,300000,0
-122.365,47.6941,1.5,1,3,1230,6,8.4704,125000,0
-122.268,47.5543,2,3,4,2840,10,6.471,986000,0
-122.257,47.5107,1,3,4,2080,7,5.0756,315000,0
-122.171,47.3968,2,3,4,2070,7,4.0987,320000,0
-122.152,47.5229,2,3,4,4010,11,4.7404,972000,0
-122.214,47.5419,1,4,3,2190,7,4.5486,760000,0
-122.264,47.4738,2,3,4,1730,6,5.6206,265000,0
-122.379,47.5318,1,3,2,1250,7,4.7917,355000,0
-122.359,47.5435,1,3,3,1300,6,3.8413,300000,0
-122.168,47.7334,1,4,5,2080,7,4.0855,474950,0
-121.92,47.698,2,4,4,2180,7,3.5125,470000,0
-122.186,47.6576,1,3,3,1630,7,3.3469,437500,0
-122.38,47.6808,1,3,2,1840,8,2.8393,520000,0
-122.293,47.4224,1,4,2,1370,6,4.2407,237600,0
-122.321,47.3793,1,4,2,950,8,4.97,162950,0
-121.926,47.5247,1,3,3,1690,8,12.4291,457000,0
-122.149,47.5574,1,4,3,1780,8,10.7339,635000,0
-122.283,47.5683,1.5,4,4,2840,8,15.0001,735000,0
-122.223,47.7056,2,3,2,2000,9,11.6833,910000,0
-122.375,47.548,2,3,3,1570,8,12.6417,346500,0
-122.034,47.6222,1,3,4,2370,9,13.3913,655000,0
-121.863,47.5659,1,3,3,1610,7,10.1675,425000,0
-122.215,47.2921,1,4,3,1300,6,14.4219,137000,0
-122.218,47.7378,2,3,3,2620,9,7.0422,557500,0
-121.918,47.3397,2,3,4,3060,8,8.2598,415000,0
-122.152,47.6134,2,4,5,2780,9,10.4286,830000,0
-122.048,47.7711,2,3,4,4270,11,3.9728,949000,0
-122.096,47.6826,1,5,3,1310,7,3.1111,420000,0
-122.326,47.7235,1,3,2,1100,7,3.4333,353000,0
-121.932,47.7192,1.5,3,3,1480,8,3.4836,560000,0
-122.392,47.6697,3,3,3,1270,8,3.38,445700,0
-122.273,47.5441,1.5,3,4,1270,7,3.6811,226000,0
-122.178,47.5398,1,4,3,890,7,3.9696,358000,0
-122.136,47.5718,1,5,3,1480,7,4.1875,501000,0
-122.282,47.7731,1,3,4,3240,9,2.7474,609000,0
-122.127,47.3017,2,3,4,4280,10,3.2891,734950,0
-122.148,47.6205,1,4,5,3210,8,3.2285,725000,0
-122.174,47.734,1,3,3,1870,7,2.9934,350500,0
-122.299,47.6236,1,4,5,3990,8,3.7422,610000,0
-122.266,47.6723,1,3,2,1160,7,2.8571,605125,0
-122.227,47.6214,2,4,4,2940,9,3.625,1388000,0
-122.035,47.6486,2,3,3,1850,8,3.8317,550000,0
-122.388,47.5426,2,3,2,1060,7,3.4902,335000,0
-122.231,47.7304,1,4,3,1100,7,5.549,397000,0
-122,47.314,1,3,3,1190,7,3.162,240000,0
-122.308,47.3463,1,5,3,1030,7,10.0743,240000,0
-122.219,47.7354,1,3,2,1140,7,4.6406,262500,0
-122.348,47.6756,1,3,3,2260,7,9.3694,440000,0
-121.364,47.7093,1.5,4,3,1140,6,6.9533,160000,0
-122.3,47.6251,1.5,1,4,1860,7,3.9688,427000,0
-122.023,47.6818,2,3,4,4080,9,3.25,920000,0
-122.362,47.6285,2,3,4,3280,10,4.8068,2300000,0
-122.05,47.7568,2,4,4,2870,9,4.4583,480000,0
-122.094,47.6331,1,4,4,2300,9,6.1349,615000,0
-122.386,47.645,1.5,4,3,2230,7,5.0774,736500,0
-122.388,47.5901,2.5,3,3,1920,8,7.3081,542500,0
-122.172,47.4927,1,5,2,700,6,6.7042,191000,0
-122.028,47.6315,2,4,4,2740,8,7.7743,730000,0
-122.286,47.6127,2,5,5,3440,9,6.6959,1225000,0
-122.159,47.3721,1,4,1,650,5,4.0417,129000,0
-122.163,47.468,1,4,3,1500,7,6.3892,284000,0
-122.022,47.6298,2,3,3,2490,9,5.4351,645000,0
-122.366,47.3103,1,4,3,1330,7,6,218000,0
-122.221,47.7082,2,3,4,3190,8,5.3261,675000,0
-122.321,47.6855,2,3,3,1590,7,6.8336,575000,0
-122.339,47.7339,1,4,2,830,6,5.9539,225000,0
-122.171,47.6882,2,3,3,1810,8,2.9405,626000,0
-122.273,47.4714,2,3,4,2910,9,4.5116,499950,0
-122.294,47.7516,1,3,4,2180,7,5.012,405000,0
-122.182,47.3161,1,4,3,1090,6,5.539,152500,0
-122.2,47.4111,2,3,4,2160,8,4.75,325000,0
-122.168,47.688,1,5,3,2110,7,4.6125,475300,0
-122.37,47.5251,1,4,3,2180,7,5.779,485000,0
-122.294,47.614,2,4,3,2100,7,3.9722,720000,0
-122.353,47.7183,1,3,3,1410,7,4.163,465000,0
-122.301,47.695,1,3,3,1020,7,4.0726,489000,0
-122.216,47.6297,2,3,5,5090,12,3.1842,3100000,0
-122.172,47.3951,1,4,3,2090,7,3.9833,288000,0
-122.003,47.1981,1,4,3,1350,7,2.6159,225000,0
-122.363,47.4909,1,3,3,2650,8,4.2955,499000,0
-122.007,47.4658,2,4,5,3520,8,4.7917,632000,0
-122.108,47.6365,2,3,3,2040,8,4.9013,580000,0
-122.291,47.6065,2,3,4,2340,8,3.32,730000,0
-122.202,47.4192,2,3,4,1770,7,4,325000,0
-122.173,47.5368,1,5,3,1100,7,4.6371,421000,0
-122.155,47.4915,2,3,3,1490,8,5.033,316000,0
-122.361,47.6774,1,4,2,1460,6,4.7344,415000,0
-122.036,47.6824,2,3,3,1350,7,4.7917,401000,0
-122.236,47.3877,1,4,3,1030,5,5.3683,229950,0
-122.094,47.6243,1,4,3,1820,8,5.5381,539950,0
-122.364,47.5181,1,3,3,1170,6,5.8221,335000,0
-121.85,47.532,2,3,3,1450,7,5.5184,339000,0
-122.353,47.7481,1,4,4,2200,7,5.0353,414950,0
-122.192,47.6011,1,4,4,1610,8,5.9572,650000,0
-121.904,47.6462,2,3,3,2690,8,4.7045,445000,0
-122.379,47.3146,2,3,3,1850,9,6.7474,295000,0
-122.37,47.643,2,4,4,2250,9,7.2477,975000,0
-122.193,47.4423,1,4,3,1580,7,8.1221,296500,0
-122.073,47.752,1,3,4,2030,8,6.1228,440000,0
-122.197,47.7196,1,3,5,1890,7,4.9434,420000,0
-122.204,47.3289,2,3,3,2140,8,5.6936,302000,0
-122.163,47.4265,1,4,4,1770,8,5.3247,350000,0
-121.953,47.2407,1.5,4,3,3320,8,9.1415,667000,0
-122.344,47.6546,1,4,3,1640,7,6.9635,645000,0
-122.205,47.5204,1,4,4,1820,7,6.035,430000,0
-122.373,47.566,1,3,4,1410,7,7.3644,413000,0
-122.168,47.6775,1,3,3,1240,7,8.9083,420000,0
-122.126,47.6977,1,4,3,1780,7,5.6683,495000,0
-122.229,47.6193,2,3,4,4240,10,6.5948,2187730,0
-122.03,47.5617,2,3,4,3570,10,5.6396,965000,0
-122.335,47.7289,1,3,4,1900,8,4.39,500000,0
-122.357,47.6438,1.5,3,3,1010,7,3.9699,636100,0
-122.017,47.5632,2,4,4,2870,9,4.9091,720000,0
-122.323,47.3321,1,3,3,1620,8,5.1701,298000,0
-122.38,47.6916,1,4,2,1480,6,5.0081,409000,0
-122.164,47.3515,2,3,4,2650,9,4.9464,370000,0
-122.369,47.3054,1,5,5,1410,7,3.0278,230000,0
-122.324,47.7365,1,3,3,1360,7,4.8047,290000,0
-122.382,47.3103,1,4,4,2930,8,5.1207,420000,0
-122.093,47.5533,2,3,4,3500,10,3.5,917000,0
-122.405,47.6464,2,3,5,3160,10,3.5445,957000,0
-122.053,47.6198,2,3,3,1710,7,5.3506,482000,0
-121.767,47.4831,2,3,3,2180,9,4.0801,488000,0
-122.182,47.5463,2,3,5,2870,9,4.0313,760369,0
-122.281,47.4727,1,3,2,1500,8,5.4719,170000,0
-122.135,47.5621,1,4,3,2120,8,6.8787,625000,0
-122.191,47.73,1,3,3,1590,7,5.5902,357000,0
-122.025,47.6336,1,3,3,1830,8,5.4322,583000,0
-122.303,47.4849,1,4,3,1210,7,8.1039,173250,0
-122.332,47.7273,1.5,4,4,1590,7,7.7364,414050,0
-122.394,47.5715,1.5,4,3,1050,6,8.4693,400000,0
-122.056,47.606,1.5,3,3,1550,8,4.3939,537000,0
-122.217,47.727,2,4,4,2070,7,3.7,465000,0
-122.173,47.5138,1,5,3,1740,8,5.8964,425000,0
-122.108,47.6289,1,4,4,1700,6,6.1004,445000,0
-122.349,47.3277,1,3,2,1200,6,3.0833,179950,0
-122.298,47.2778,2,3,3,1710,7,5.3264,275000,0
-122.242,47.2649,2,3,4,1840,7,4.8382,190000,0
-122.292,47.5549,1,3,3,1900,7,4.7708,385000,0
-121.89,47.5671,1,3,4,2300,6,4.5075,303000,0
-122.163,47.4688,1,4,3,970,6,2.7075,165000,0
-122.363,47.6729,1,3,2,1270,6,3.6111,600000,0
-122.085,47.5462,2,4,3,3130,8,3.7045,710000,0
-122.015,47.6375,2,3,5,4230,10,4.95,875000,0
-122.001,47.3293,2,4,3,1480,7,4.224,269950,0
-122.131,47.7232,2,3,4,3310,9,4.6366,838000,0
-122.317,47.6406,1,3,4,1590,7,6.142,670500,0
-122.329,47.7438,1,3,4,1690,7,5.6271,420000,0
-122.189,47.356,1,2,3,1690,7,6.1064,370000,0
-122.337,47.7748,1,3,3,1500,7,7.4787,360000,0
-122.226,47.7326,2,3,4,2320,8,6.5475,562500,0
-122.315,47.4113,1,5,3,3300,8,6.912,360500,0
-122.072,47.5342,2,3,3,1445,7,8.5184,389999,0
-122.044,47.5221,1,4,4,1890,7,5.6038,450000,0
-122.323,47.3258,1,3,4,1760,7,7.4678,247500,0
-122.338,47.4933,1,5,3,1050,5,6.7058,208000,0
-122.172,47.7257,2,3,3,1980,7,7.0001,455000,0
-122.361,47.7172,1,4,4,2120,7,6.8879,379400,0
-121.829,47.5295,1,3,3,760,6,5.1071,190000,0
-121.966,47.64,1,3,3,1300,7,5.0863,326188,0
-122.366,47.5264,2,3,2,1160,7,6.1244,168000,0
-122.03,47.3781,2,3,4,2340,8,5.4688,314000,0
-121.987,47.4634,2,3,4,2710,9,5.9062,630000,0
-122.118,47.6008,1,4,3,1440,7,7.1621,550000,0
-122.064,47.647,2,3,4,1980,8,4.8966,530000,0
-122.193,47.6556,1,4,3,1680,7,3.5322,637500,0
-122.366,47.566,2,3,3,1390,8,6.2154,400000,0
-122.281,47.7188,2,4,5,3100,8,3.7463,700000,0
-121.986,47.1952,2,3,3,1680,7,3.8684,272000,0
-121.878,47.5383,2,3,4,2710,8,2.8482,600000,0
-122.394,47.5513,1.5,4,2,840,7,2.3333,450600,0
-122.385,47.5287,2,3,3,2090,10,2.2746,550000,0
-122.006,47.2051,1,5,3,1120,6,2.8058,225000,0
-122.087,47.3615,1,5,3,1210,6,2.56,132825,0
-122.087,47.3615,1,5,3,1210,6,2.5833,219950,0
-122.287,47.6875,1,5,5,1940,7,6.7413,580000,0
-121.993,47.6751,1,3,3,1930,7,7.6864,568000,0
-122.225,47.737,1,4,3,1270,7,6.2007,406000,0
-122.367,47.6849,1.5,3,3,1680,7,4.3594,469000,0
-122.174,47.4947,2,3,3,2090,8,2.7399,415000,0
-122.138,47.5643,1,4,3,1000,7,4.1776,390000,0
-122.298,47.3334,1,3,3,1350,8,2.9286,251000,0
-122.38,47.5219,2,3,3,3280,9,3.0147,750000,0
-122.283,47.6144,2,3,4,2390,9,1.9844,845000,0
-122.111,47.484,1,4,3,1860,7,5.1654,350000,0
-122.339,47.7049,1,3,3,1380,7,3.4427,322000,0
-122.196,47.7638,2,3,4,3070,8,4.2708,664500,0
-122.355,47.643,1.5,4,3,2190,8,4.5568,988000,0
-122.342,47.6889,1,5,2,1990,7,4.8068,625000,0
-122.164,47.5699,1,3,2,930,6,4.2083,675000,0
-122.05,47.522,1,4,3,2070,7,3.1989,503000,0
-122.338,47.4394,1,4,4,2170,8,2.8258,431000,0
-122.207,47.4185,1,4,3,1910,7,2.92,250000,0
-122.174,47.3901,2,3,4,2100,8,3.0472,268500,0
-122.372,47.7602,2,4,6,3560,9,3.2708,1070000,0
-122.172,47.4753,2,3,4,2290,7,3.3268,295000,0
-122.215,47.5423,1,4,3,2130,8,2.5,780000,0
-122.183,47.4166,2,3,3,2160,8,3.1864,354000,0
-122.35,47.7206,1,3,2,860,6,3.3015,305000,0
-122.109,47.7048,2,3,5,2880,8,3.623,733000,0
-122.194,47.6006,1,4,4,2100,8,2.7969,640000,0
-122.249,47.5889,1,3,4,2360,8,4.5556,840000,0
-122.28,47.6548,1.5,4,5,3680,10,3.929,1475000,0
-122.364,47.7261,1,4,3,1560,8,4.2232,525000,0
-122.127,47.6557,1,4,4,1680,7,4.4167,625000,0
-122.305,47.6074,3,3,3,1380,8,7.1088,350000,0
-122.357,47.6901,3,5,4,2610,8,6.1043,650000,0
-122.374,47.5682,1,3,2,870,7,5.9285,435000,0
-122.179,47.5728,1,3,3,1210,8,5.6629,660000,0
-122.056,47.6614,1,4,3,1150,6,4.3214,350000,0
-122.353,47.5331,1,3,3,3110,8,5.0457,435000,0
-122.362,47.3222,1,4,6,2550,8,7.7932,375900,0
-122.312,47.2579,1,4,3,2430,8,6.0255,272000,0
-122.382,47.3035,1,2,3,1460,7,9.8892,233000,0
-122.384,47.5681,1.5,3,4,1330,7,15.0001,500000,0
-122.298,47.7611,1,3,4,2040,8,15.0001,540000,0
